name,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,06/30/1989,03/31/1989,03/31/1988,03/31/1987,03/31/1986
TotalAssets,9160000000,9220000000,9288000000,9378000000,9137000000,9342000000,8895900000,8604200000,8058400000,8602900000,8366800000,8575300000,8604500000,8687000000,8769200000,8822000000,10372800000,10374500000,11199000000,10850000000,11594000000,11656100000,11952400000,11451400000,11682400000,4402900000,4402200000,4496756000,4384830000,4650265000,4884061000,5072373000,5089433000,5078047000,5009979000,4874683000,4902128000,4972297000,4977422000,4870756000,5015061000,4755398000,4833711000,3656643000,3437049000,3257951000,3195156000,2797267000,2986747000,3087932000,3067109000,2898479000,2760789000,2830400000,2661311000,2993208000,2915005000,2675569000,2614917000,2388570000,2294758000,2181350000,2566935000,2566713000,2442154000,2407329000,2465818000,2572322000,2696417000,2798145000,2618037000,2535200000,2515283000,2445587000,2332405000,2304209000,2188898000,2087033000,1996099000,1970753000,1816305000,1798151000,1219171000,1162823000,1075807000,866615000,844586000,851007000,843558000,859600000,882200000,881300000,875800000,895300000,889500000,869300000,803200000,774400000,759500000,740100000,743700000,667700000,665900000,660900000,654800000,597700000,579800000,595600000,496300000,474600000,498500000,500700000,492900000,504600000,499200000,486300000,128800000,124100000,118600000,99800000,92900000,80800000,71700000,76800000,77400000,79100000,79400000,26700000,23400000,23900000,23800000,23200000,13800000,12600000,8700000,7500000
"	CurrentAssets",1886000000,1837000000,1804000000,1785000000,1696000000,1791000000,2579600000,2362900000,1805200000,1999900000,1811300000,1828300000,1795600000,1888000000,1902800000,1892400000,2000500000,2002500000,1972400000,1765700000,1720600000,1882600000,1841600000,1738400000,1805500000,1196700000,1208100000,1270330000,1200082000,1206970000,1257701000,1231274000,1202323000,1143802000,1153145000,1170033000,1160519000,1111096000,1128978000,1105182000,1119185000,1012903000,1089605000,1552413000,1412068000,1315045000,1331557000,1089242000,1178454000,1217796000,1127103000,1032505000,984889000,949862000,972096000,1182087000,1093331000,982022000,973936000,869745000,816401000,718191000,1137007000,1159072000,1064126000,1030043000,986994000,947128000,1025692000,1056409000,954958000,882595000,833644000,727452000,643814000,637295000,577852000,541001000,512079000,522163000,490081000,484243000,363739000,349955000,338935000,325454000,311506000,318970000,307569000,314700000,325000000,326400000,322900000,322500000,329300000,321500000,290000000,277000000,268600000,266800000,264300000,256700000,252000000,254300000,242100000,252200000,244600000,253500000,205900000,196700000,220200000,203300000,195700000,207900000,195900000,187700000,63300000,62200000,59300000,45900000,39200000,39300000,29800000,29200000,29400000,30900000,30700000,15800000,12500000,12600000,12300000,11700000,10900000,9700000,5800000,4900000
"		CashCashEquivalentsAndShortTermInvestments",374000000,339000000,281000000,332000000,318000000,438000000,1272000000,1109100000,235900000,404900000,226100000,250100000,225400000,309600000,233100000,239300000,317100000,375000000,370000000,268400000,363300000,383900000,330700000,311600000,323100000,284600000,236400000,96472000,100619000,209337000,97652000,66929000,55823000,74954000,50658000,57027000,56203000,80132000,56075000,53210000,67346000,77128000,81866000,671710000,575264000,540038000,534243000,340347000,405017000,450385000,333405000,251907000,226486000,204249000,244750000,423251000,344663000,316323000,260742000,180224000,136917000,65143000,460129000,475417000,412719000,434525000,398581000,365675000,436702000,506369000,407350000,344401000,287710000,163755000,91010000,81401000,46178000,25652000,23895000,17686000,19837000,33710000,11879000,16960000,15338000,15433000,8160000,6892000,7298000,7300000,9400000,10800000,9100000,8700000,10300000,6800000,5400000,9800000,7800000,7800000,7400000,5600000,4200000,5400000,3000000,4000000,4200000,6900000,3400000,7300000,2300000,2700000,2600000,18000000,4700000,1700000,300000,700000,2600000,5400000,6400000,9900000,100000,100000,,100000,200000,2100000,100000,,100000,,2700000,2100000,,
"			CashAndCashEquivalents",374000000,339000000,281000000,332000000,318000000,438000000,1272000000,1109100000,235900000,404900000,226100000,250100000,225400000,309600000,233100000,239300000,317100000,320600000,370000000,268400000,363300000,383900000,330700000,311600000,323100000,284600000,236400000,96472000,100619000,151639000,97652000,66929000,55823000,74954000,50658000,57027000,56203000,80132000,56075000,53210000,67346000,77128000,81866000,671710000,575264000,540038000,534243000,340347000,405017000,450348000,333368000,251871000,226299000,203991000,54205000,113454000,90660000,169384000,141821000,69433000,104078000,65064000,331825000,475417000,412719000,434525000,398581000,365675000,436702000,506369000,407350000,344401000,287710000,163755000,91010000,81401000,46178000,25652000,23895000,17686000,19837000,33710000,11879000,16960000,15338000,15433000,8160000,6892000,7298000,7300000,9400000,10800000,9100000,8700000,10300000,6800000,5400000,9800000,7800000,7800000,7400000,5600000,4200000,5400000,3000000,4000000,4200000,6900000,3400000,7300000,2300000,2700000,2600000,18000000,4700000,1700000,300000,700000,2600000,5400000,6400000,9900000,100000,100000,,100000,200000,2100000,100000,,100000,,2700000,2100000,,
"				CashFinancial",,,,,,,1272000000,1109100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			OtherShortTermInvestments",,,,,,,,,,,,,,0,,,,54400000,,,,,,,,,,,,57698000,,,,,,,,,,,,,,,,,,,,37000,37000,36000,187000,258000,190545000,309797000,254003000,146939000,118921000,110791000,32839000,79000,128304000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		Receivables",707000000,800000000,748000000,678000000,643000000,709000000,628100000,500200000,709100000,782000000,698400000,700100000,658500000,701900000,702000000,710300000,670400000,746200000,734400000,664200000,598600000,636000000,672100000,637200000,625200000,399900000,429800000,447500000,409865000,426606000,476856000,503972000,496221000,472802000,502370000,499006000,468537000,442412000,467296000,462233000,461352000,427709000,475947000,404661000,385357000,344796000,366789000,351304000,355030000,348684000,356976000,357546000,327514000,319260000,345477000,371489000,356629000,307622000,326012000,322900000,311005000,290791000,296066000,299048000,275106000,254822000,259920000,264637000,251259000,238873000,241869000,245439000,248387000,241385000,242937000,243813000,228857000,221262000,208355000,221316000,205958000,191534000,146568000,136452000,136358000,133643000,126729000,131482000,124899000,127900000,132100000,134600000,133200000,134200000,127400000,128200000,120500000,114400000,111400000,107300000,102500000,102000000,95000000,98600000,92000000,93300000,89500000,94100000,84100000,78800000,79400000,80300000,79100000,69300000,69800000,65500000,22100000,22800000,19500000,17000000,13600000,11700000,12300000,11300000,10900000,9300000,7200000,4000000,4000000,3900000,4400000,3900000,3100000,2400000,1800000,1500000
"			AccountsReceivable",707000000,747000000,748000000,678000000,643000000,673000000,628100000,500200000,709100000,782000000,698400000,700100000,658500000,701900000,702000000,710300000,670400000,746200000,734400000,664200000,598600000,636000000,672100000,637200000,625200000,399900000,429800000,447500000,409865000,426606000,476856000,503972000,496221000,472802000,502370000,499006000,468537000,442412000,467296000,462233000,461352000,,475947000,404661000,,,,,,,,,,,345477000,371489000,356629000,307622000,326012000,322900000,311005000,290791000,296066000,299048000,275106000,254822000,259920000,264637000,251259000,238873000,241869000,245439000,248387000,241385000,242937000,243813000,228857000,221262000,208355000,221316000,205958000,191534000,146568000,136452000,136358000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				GrossAccountsReceivable",,760000000,762000000,692000000,,691000000,,537600000,740500000,811400000,728100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				AllowanceForDoubtfulAccountsReceivable",,-13000000,-14000000,-14000000,,-18000000,,-37400000,-31400000,-29400000,-29700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			TaxesReceivable",,53000000,,,,36000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		Inventory",541000000,504000000,532000000,539000000,500000000,466000000,489100000,548900000,590500000,561700000,605100000,608300000,618200000,598900000,672000000,666300000,696600000,623100000,624400000,596800000,565100000,517100000,556400000,523100000,562100000,340400000,361300000,374820000,380098000,387095000,422485000,461203000,455074000,438559000,448277000,433189000,417094000,402940000,415922000,403195000,403052000,361762000,391528000,337200000,332282000,308738000,318071000,284394000,301198000,291640000,311666000,309431000,314089000,306125000,278761000,282795000,280932000,258032000,277057000,249864000,247517000,232441000,236279000,229373000,226442000,208179000,228960000,224224000,224091000,213709000,212052000,203179000,207836000,205587000,230054000,229592000,228903000,214492000,219786000,222911000,204173000,197454000,163853000,154672000,143003000,133304000,138459000,139217000,136497000,135500000,141700000,137400000,140600000,139200000,159700000,152600000,130600000,124700000,121600000,117600000,129700000,125400000,131800000,128600000,129300000,125700000,129600000,132100000,97100000,88900000,91900000,105700000,100600000,93500000,101600000,99700000,33100000,33100000,31800000,20000000,15700000,15000000,14900000,15500000,15600000,16700000,18100000,8100000,7500000,7900000,7400000,7400000,4700000,4900000,3900000,3200000
"			RawMaterials",,139000000,132000000,127000000,122000000,134000000,132100000,147800000,141800000,122800000,135400000,130400000,137200000,129700000,138500000,136300000,149700000,145100000,145400000,149600000,136000000,128700000,132300000,119200000,119600000,69900000,71500000,72041000,70799000,75433000,81881000,91498000,96059000,85570000,94005000,93580000,88704000,81537000,87395000,88953000,88242000,75996000,80400000,73761000,67782000,62123000,68810000,61235000,65583000,59863000,64820000,67457000,70810000,63776000,63012000,64354000,57142000,53008000,52782000,45264000,49034000,45419000,49977000,49554000,45222000,39723000,44644000,44379000,,41132000,40628000,39996000,41372000,40300000,44839000,45066000,45688000,40438000,45558000,,45080000,,30372000,30070000,25027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			WorkInProcess",,72000000,73000000,76000000,75000000,68000000,75000000,78800000,80300000,82500000,84000000,87300000,88500000,89200000,90900000,88400000,94600000,90400000,91300000,91300000,85600000,77100000,85300000,76400000,75700000,52300000,52900000,59858000,59499000,58329000,66831000,75929000,72874000,67718000,72909000,76019000,72622000,72533000,69264000,67810000,75748000,66952000,70990000,64704000,60160000,57272000,54976000,51389000,54383000,53056000,55345000,54067000,55660000,58123000,54233000,56771000,56118000,49622000,48567000,47167000,44977000,43855000,42009000,43088000,42848000,40887000,42904000,42281000,,42427000,42118000,41750000,41099000,41997000,43010000,42506000,40661000,39065000,38031000,,37365000,,26976000,26150000,25641000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			FinishedGoods",,293000000,327000000,336000000,303000000,264000000,282000000,322300000,368400000,356400000,385700000,390600000,392500000,380000000,442600000,441600000,452300000,387600000,387700000,355900000,343500000,311300000,338800000,327500000,366800000,218200000,236900000,242921000,249800000,253333000,273773000,293776000,286141000,285271000,281363000,263590000,255768000,248870000,259263000,246432000,239062000,218814000,240138000,198735000,204340000,189343000,194285000,171770000,181232000,178721000,191501000,187907000,187619000,184226000,161516000,161670000,167672000,155402000,175708000,157433000,153506000,143167000,144293000,136731000,138372000,127569000,141412000,137564000,,130150000,129306000,121433000,125365000,123290000,142205000,142020000,142554000,134989000,136197000,,121728000,,106505000,98452000,92335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			OtherInventories",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,0,,0,,,,0,,0,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		PrepaidAssets",264000000,111000000,243000000,236000000,235000000,112000000,190400000,204700000,269700000,121700000,281700000,269800000,293500000,133000000,295700000,276500000,316400000,137500000,243600000,236300000,193600000,75900000,282400000,266500000,295100000,38900000,180600000,351538000,309500000,49883000,260708000,199170000,195205000,36129000,151840000,180811000,218685000,54881000,189685000,186544000,187435000,146304000,140264000,138842000,119165000,121473000,112454000,113197000,117209000,127087000,125056000,113621000,116800000,120228000,103108000,104552000,111107000,100045000,110125000,116757000,120962000,129816000,144533000,,149859000,132517000,99533000,92592000,,97458000,93687000,89576000,89711000,88463000,79813000,82489000,73914000,79595000,,60250000,60113000,,41439000,41871000,44236000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		CurrentDeferredAssets",,,,,,,,,,,,,,,,,,,,,,172100000,,,,70400000,,,,78744000,,,,86929000,,,,80903000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			CurrentDeferredTaxesAssets",,,,,,,,,,,,,,,,,,,,,,172100000,,,,70400000,,,,78744000,,,,86929000,,,,80903000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		HedgingAssetsCurrent",,,,,,,,,,28900000,,,,21300000,,,,3900000,,,,14100000,,,,28100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"		OtherCurrentAssets",,83000000,,,,66000000,,,,100700000,,,,123300000,,,,116800000,0,,,83500000,,,,34400000,,,,55305000,,,,34429000,,,,49828000,,,,,,,,,,,,,125056000,113621000,,,0,,,,,0,,0,,155234000,,0,,0,113640000,,,,0,28262000,0,,,,60043000,0,,61545000,,,,43074000,38158000,41379000,38875000,44000000,41800000,43600000,40000000,40400000,31900000,33900000,33500000,28100000,27800000,34100000,24700000,23700000,21000000,21700000,17800000,29200000,21300000,20400000,21300000,21700000,46600000,14600000,13400000,27100000,19800000,20800000,7800000,5600000,5400000,3500000,3500000,2700000,2500000,2300000,2900000,4800000,5200000,1600000,900000,800000,400000,400000,400000,300000,100000,200000
"	TotalNonCurrentAssets",7274000000,7383000000,7484000000,7593000000,7441000000,7551000000,6316300000,6241300000,6253200000,6603000000,6555500000,6747000000,6808900000,6799000000,6866400000,6929600000,8372300000,8372000000,9226600000,9084300000,9873400000,9773500000,10110800000,9713000000,9876900000,3206200000,3194100000,3226426000,3184748000,3443295000,3626360000,3841099000,3887110000,3934245000,3856834000,3704650000,3741609000,3861201000,3848444000,3765574000,3895876000,3742495000,3744106000,2104230000,2024981000,1942906000,1863599000,1708025000,1808293000,1870136000,1940006000,1865974000,1775900000,1880538000,1689215000,1811121000,1821674000,1693547000,1640981000,1518825000,1478357000,1463159000,1429928000,1407641000,1378028000,1377286000,1478824000,1625194000,1670725000,1741736000,1663079000,1652605000,1681639000,1718135000,1688591000,1666914000,1611046000,1546032000,1484020000,1448590000,1326224000,1313908000,855432000,812868000,736872000,541161000,533080000,532037000,535989000,544900000,557200000,554900000,552900000,572800000,560200000,547800000,513200000,497400000,490900000,473300000,479400000,411000000,413900000,406600000,412700000,345500000,335200000,342100000,290400000,277900000,278300000,297400000,297200000,296700000,303300000,298600000,65500000,61900000,59300000,53900000,53700000,41500000,41900000,47600000,48000000,48200000,48700000,10900000,10900000,11300000,11500000,11500000,2900000,2900000,2900000,2600000
"		NetPPE",975000000,966000000,954000000,953000000,926000000,967000000,916500000,910500000,923500000,961700000,939200000,975400000,1017800000,870600000,865700000,857600000,888200000,876000000,859900000,841000000,807100000,799800000,822900000,794100000,816500000,558800000,555200000,568036000,556766000,588845000,606924000,639212000,642318000,637172000,628509000,605028000,608850000,614705000,602670000,587285000,604160000,591445000,569853000,442957000,432716000,423105000,423802000,399077000,420779000,439619000,445365000,429935000,416393000,432276000,386885000,405603000,402009000,371409000,351566000,333949000,331686000,329616000,320779000,321910000,309825000,316218000,376340000,378114000,396790000,407527000,381091000,376225000,374567000,376211000,359425000,348971000,329014000,313178000,294418000,286730000,266332000,240890000,195217000,185515000,185337000,181341000,171921000,177911000,177461000,180500000,180800000,174800000,167100000,159000000,159300000,149000000,147300000,147100000,144200000,142400000,140100000,141500000,140200000,139500000,140000000,140100000,137200000,142100000,95400000,91100000,90500000,98700000,95600000,94900000,96500000,95500000,22500000,21700000,18400000,12900000,12600000,12500000,12400000,18000000,18200000,18200000,18500000,4600000,4700000,4700000,4900000,4900000,1800000,2000000,2200000,2200000
"			GrossPPE",975000000,2274000000,954000000,953000000,926000000,2359000000,916500000,910500000,923500000,2194300000,939200000,975400000,1017800000,2076800000,,,,2072500000,,,,1854900000,,,,1342700000,,,,1370399000,,,,1442566000,,,,1353990000,,,,1140884000,,,,941716000,,,,903920000,,,,840151000,736886000,755604000,752010000,721410000,660670000,643053000,640790000,638720000,579052000,580183000,568098000,574491000,625700000,627474000,646150000,656887000,591045000,586179000,584521000,586165000,544842000,534388000,514431000,498595000,484164000,476476000,456078000,430636000,299134000,289432000,289254000,285258000,270970000,274881000,268715000,267100000,271900000,261100000,250000000,239200000,224300000,214000000,216100000,212100000,207700000,203400000,198500000,197800000,194100000,190000000,185900000,182800000,274400000,179700000,130900000,123900000,121100000,129300000,126200000,123900000,103000000,102000000,29000000,26100000,22800000,17300000,17000000,16400000,16300000,21900000,22100000,20800000,21100000,7200000,7300000,6600000,6800000,6800000,3700000,3500000,3400000,3000000
"				Properties",,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				LandAndImprovements",,51000000,,,,54000000,,,,51900000,,,,55000000,,,,58700000,,,,52800000,,,,38500000,,,,41809000,,,,47616000,,,,45561000,,,,45840000,,,,40032000,,,,43207000,,,,40702000,,,,40566000,,,,37337000,,,,41938000,,,,47355000,,,,40553000,,,,34746000,,,,19752000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				BuildingsAndImprovements",,561000000,,,,595000000,,,,553600000,,,,560300000,,,,554700000,,,,500400000,,,,400400000,,,,392151000,,,,427826000,,,,409451000,,,,372156000,,,,304341000,,,,295297000,,,,256172000,,,,234301000,,,,208116000,,,,194443000,,,,204676000,,,,190222000,,,,160566000,,,,128053000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				MachineryFurnitureEquipment",,1335000000,,,,1414000000,,,,1327500000,,,,1353900000,,,,1367500000,,,,1218800000,,,,846700000,,,,854074000,,,,907541000,,,,848331000,,,,680240000,,,,576704000,,,,546806000,,,,511618000,,,,418382000,,,,378569000,,,,327708000,,,,331409000,,,,295354000,544842000,534388000,,274915000,,,,262265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				OtherProperties",975000000,193000000,954000000,953000000,926000000,176000000,916500000,910500000,923500000,159300000,939200000,975400000,1017800000,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"				ConstructionInProgress",,134000000,,,,120000000,,,,102000000,,,,107600000,,,,91600000,,,,82900000,,,,57100000,,,,82365000,,,,59583000,,,,50647000,,,,42648000,,,,20639000,,,,18610000,,,,31659000,,,,28161000,,,,14698000,,,,10402000,,,,73447000,,,,60036000,,,,28368000,,,,20566000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			AccumulatedDepreciation",,-1308000000,,,,-1392000000,,,,-1232600000,,,,-1206200000,,,,-1196500000,,,,-1055100000,,,,-783900000,,,,-781554000,,,,-805394000,,,,-739285000,,,,-549439000,,,,-518611000,,,,-464301000,,,,-407875000,-350001000,-350001000,-350001000,-350001000,-309104000,-309104000,-309104000,-309104000,-258273000,-258273000,-258273000,-258273000,-249360000,-249360000,-249360000,-249360000,-209954000,-209954000,-209954000,-209954000,-185417000,-185417000,-185417000,-185417000,-189746000,-189746000,-189746000,-189746000,-103917000,-103917000,-103917000,-103917000,-99049000,-96970000,-91254000,-86600000,-91100000,-86300000,-82900000,-80200000,-65000000,-65000000,-68800000,-65000000,-63500000,-61000000,-58400000,-56300000,-53900000,-50500000,-45900000,-42700000,-137200000,-37600000,-35500000,-32800000,-30600000,-30600000,-30600000,-29000000,-6500000,-6500000,-6500000,-4400000,-4400000,-4400000,-4400000,-3900000,-3900000,-3900000,-3900000,-2600000,-2600000,-2600000,-2600000,-1900000,-1900000,-1900000,-1900000,-1500000,-1200000,-800000
"		GoodwillAndOtherIntangibleAssets",6172000000,6295000000,6402000000,6521000000,6413000000,6490000000,5340800000,5266800000,5237200000,5572800000,5523400000,5708600000,5723900000,5851600000,5931600000,6004600000,7384600000,7339900000,8184100000,8083000000,8913300000,8909600000,9192300000,8823200000,8974100000,2588300000,2584700000,2615277000,2566728000,2760179000,2870808000,3043903000,3072712000,3076919000,3018606000,2945196000,2972887000,3041595000,3049164000,2983831000,3107989000,2981163000,3016944000,1478059000,1430248000,1381798000,1384639000,1285763000,1362618000,1401682000,1428168000,1390594000,1330966000,1380744000,1213678000,1254974000,1257892000,1203587000,1193328000,1091445000,1065909000,1063030000,1037604000,1043139000,1013168000,1001827000,1053839000,1193854000,1223698000,1254346000,1195828000,1186739000,1198956000,1209739000,1189262000,1178571000,1156934000,1134506000,1104338000,1075679000,996390000,1012160000,606337000,575526000,502838000,344753000,339040000,338714000,343700000,349400000,355500000,359900000,366200000,346100000,380800000,378200000,346600000,103500000,331200000,317600000,326500000,256200000,257100000,54800000,257400000,188400000,185100000,186100000,173600000,176300000,142000000,149500000,150100000,191900000,152100000,152900000,40100000,31800000,32000000,32300000,38800000,26500000,26600000,26800000,27900000,27100000,27200000,3900000,5100000,4100000,4100000,4200000,100000,100000,,
"			Goodwill",3944000000,3976000000,4000000000,4033000000,3952000000,3986000000,3282700000,3227200000,3191800000,3396500000,3355700000,3412700000,3399200000,3431300000,3443600000,3457800000,4573200000,4539200000,5074900000,5023600000,5958200000,5952000000,6056700000,5794700000,5836000000,1987600000,1984300000,1998608000,1953271000,2089339000,2160696000,2278798000,2286715000,2281596000,2218136000,2158529000,2167241000,2210953000,2207413000,2036084000,2109451000,2190063000,2208906000,1391289000,1350780000,1303055000,1304938000,1208765000,1279103000,1312596000,1308824000,1267898000,1206008000,1277026000,1145212000,1178627000,1181197000,1127420000,1121810000,1020020000,998396000,995382000,969778000,975156000,945461000,,,,,,,,,,,,,,,,,763270000,434256000,410432000,335681000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"			OtherIntangibleAssets",2228000000,2319000000,2402000000,2488000000,2461000000,2504000000,2058100000,2039600000,2045400000,2176300000,2167700000,2295900000,2324700000,2420300000,2488000000,2546800000,2811400000,2800700000,3109200000,3059400000,2955100000,2957600000,3135600000,3028500000,3138100000,600700000,600400000,616669000,613457000,670840000,710112000,765105000,785997000,795323000,800470000,786667000,805646000,830642000,841751000,947747000,998538000,791100000,808038000,86770000,79468000,78743000,79701000,76998000,83515000,89086000,119344000,122696000,124958000,103718000,68466000,76347000,76695000,76167000,71518000,71425000,67513000,67648000,67826000,67983000,67707000,1001827000,1053839000,1193854000,1223698000,1254346000,1195828000,1186739000,1198956000,1209739000,1189262000,1178571000,1156934000,1134506000,1104338000,1075679000,996390000,248890000,172081000,165094000,167157000,344753000,339040000,338714000,343700000,349400000,355500000,359900000,366200000,346100000,380800000,378200000,346600000,103500000,331200000,317600000,326500000,256200000,257100000,54800000,257400000,188400000,185100000,186100000,173600000,176300000,142000000,149500000,150100000,191900000,152100000,152900000,40100000,31800000,32000000,32300000,38800000,26500000,26600000,26800000,27900000,27100000,27200000,3900000,5100000,4100000,4100000,4200000,100000,100000,,
"		OtherNonCurrentAssets",127000000,122000000,128000000,119000000,102000000,94000000,59000000,64000000,92500000,68500000,92900000,63000000,67200000,76800000,69100000,67400000,99500000,156100000,182600000,160300000,153000000,64100000,95600000,95700000,86300000,59100000,54200000,43113000,61254000,94271000,148628000,157984000,172080000,220154000,209719000,154426000,159872000,204901000,196610000,194458000,183727000,169887000,157309000,183214000,162017000,138003000,55158000,23185000,24896000,28835000,66473000,45445000,28541000,67518000,88652000,150544000,161773000,118551000,96087000,93431000,80762000,70513000,71545000,42592000,55035000,59241000,48645000,53226000,50237000,79863000,86160000,89641000,108116000,132185000,139904000,139372000,125098000,98348000,85264000,86181000,63502000,60858000,53878000,51827000,48697000,15067000,22119000,15412000,14828000,15000000,20900000,20200000,19600000,67700000,20100000,20600000,19300000,246800000,15500000,13300000,12800000,13300000,16600000,212300000,15300000,17000000,12900000,13900000,21400000,10500000,45800000,49200000,51500000,9900000,54700000,50200000,2900000,8400000,8900000,8700000,2300000,2500000,2900000,2800000,1900000,2900000,3000000,2400000,1100000,2500000,2500000,2400000,1000000,800000,700000,400000
